id,amount,date
012682f58b04b255d38673f83080ad27,1886.0,2024-04-21
012b2fc5d335653716626e2a5a87e381,2981.0,2024-04-21
012cc115c859d0dbb97022dca23b04fc,4737.0,2024-04-22
012d9bdcf9830e2f48046775cc76ea60,4757.0,2024-04-18
012e6e35f42ea041cf4497786955573b,2992.0,2024-04-17
013018af107508af67ae00f3274edcba,2501.0,2024-04-17
0130a68fc3e32e3c966c58386dae4805,4827.0,2024-04-22
013f17dc7cfffbb3242b9444eabc1a9c,2248.0,2024-04-21
013f583e49f08ca896f1a279e7b48124,2065.0,2024-04-22
0140bcf104b6a79444fcf76e44f8e78f,2239.0,2024-04-19
014205a6fa61a8c93932a9f5c30823bf,2307.0,2024-04-19
014b05efc5478f9267bf99f78f24b7ce,3547.0,2024-04-17
014c3759d8d56b39b53f965984658cba,3806.0,2024-04-23
014dffa14dd2530e47273c22fadacd7e,6242.0,2024-04-21
0153a095341c5403594c28a4c58fdbc5,2116.0,2024-04-19
0163f023abbf25bf4bdf445ba1a69144,4859.0,2024-04-22
016747997d9b340829632cb56095e7c5,4700.0,2024-04-19
0168ba0dde7c36a817346417884b47b4,3650.0,2024-04-22
01692a1893d8802eb78a596020c762c2,1930.0,2024-04-17
016bf46e32b0b78158dbe37db5e3c8f2,4854.0,2024-04-23
0170ae294555eec56637441e79009d75,2761.0,2024-04-20
0177036b6e43b3c587fdcf42eba18051,3855.0,2024-04-21
017cb4ffd1de8eaf33004a405947fab1,3294.0,2024-04-17
0180ed3ef77c41ab0c533bd179ea4db7,5385.0,2024-04-18
018118ea9e60c12a3932f32e2c15c3f9,2185.0,2024-04-23
01851fbf0574b7eaabfb63a53355f189,3054.0,2024-04-17
0188a6ddebe38f0ed0a3696663295a6b,7017.0,2024-04-17
0196faa5520c21877190dd51c14aae20,3084.0,2024-04-22
019bd47fc76a8b67bfd43e98c5fdbe78,1248.0,2024-04-21
01a22811a7b3e8a66ba25f95527c2420,2218.0,2024-04-23
01a2b6044c0fcd14cc3024e649a353cd,2819.0,2024-04-17
01a563d98d055c50ebe900aba55da166,5080.0,2024-04-20
01a593406cf97c6107c144a57b4d8f7b,2809.0,2024-04-19
01a6e6d92c9f4865247ad6a8b1578827,4929.0,2024-04-22
01a8559d0a2b512c9393a1bedc35eec3,7190.0,2024-04-18
01b0e09d8d72936047e097f10b0ce74c,694.0,2024-04-19
01b5a7244ef69e287453648fd820cc7b,4935.0,2024-04-20
01b5b59d293d4adf51d5234cc6dc52b0,841.0,2024-04-19
01b8677b5503df5b93c8f53f79995379,5284.0,2024-04-21
01bd592baef570ad133af188cabed20d,3375.0,2024-04-18
01c307dc1616169bccfa38209fddcbb9,3211.0,2024-04-17
01ceb72649ecea155a77b88a84150e09,2055.0,2024-04-19
01d509acac8c4c8ba77a3c18bf271434,2197.0,2024-04-21
01dc9314167a3403716f0cea4724be1b,2818.0,2024-04-22
01dcc74f1f49aeb0cb6021240c000c6f,3119.0,2024-04-22
01ddd899f6a054d319f9ef5f7a268e30,3809.0,2024-04-21
01e0ae950b70c4dd64e9e4e90f720a6e,880.0,2024-04-21
01e282b1e3e0c98bbb3f057fb340d003,5271.0,2024-04-23
01e536c6f7b81ea84309ead45ded4455,4724.0,2024-04-23
01ecb63b954d301e4e173c062790bd33,1961.0,2024-04-22
01ef5573378d17392be60a234a20294e,1918.0,2024-04-23
01f4a235dfeda595f66afd54bbf35968,5866.0,2024-04-22
01f925f66b4c80d1017265c6515c5db0,2036.0,2024-04-21
0201d025c190a28bcbc2ee8806b09962,1111.0,2024-04-21
020623e76edd61b651b31ee95121e7a6,3441.0,2024-04-18
0209ff4066ca97a8398a5a5671e6fc96,2948.0,2024-04-19
020a50a2071da6ef0581a64e9381f01a,1507.0,2024-04-17
020f214fedd5f01d5f40bea84110dc7c,3216.0,2024-04-19
0211886054d534367d459b319f82a919,4682.0,2024-04-18
021d027774f426115e36037388b1c0c4,3382.0,2024-04-17
021dbb5cdf1e20584412ba1af0fa4d93,2096.0,2024-04-20
021e2c9abb6cbc54a928e78b6485d638,4619.0,2024-04-17
02239cc33178e6bb2ff7996e670cc2cd,4335.0,2024-04-23
0225d0628573fcd00042daaae525f167,4501.0,2024-04-22
022ac57a6c8b1f0ac6b2155ce6353288,3161.0,2024-04-18
022b1a91fbdece9c36e7ec7770646ed6,3465.0,2024-04-20
02367b22f6eea688f207e9687587003c,3465.0,2024-04-20
023a19fd419e98ad37e8529c0eb0307e,1234.0,2024-04-21
023b2d934d5de614c3c7819e17809456,4592.0,2024-04-19
023d45e69ef374c900983d24a616ae55,1394.0,2024-04-20
0242a73d54aa45c3a6574d4563646487,6068.0,2024-04-22
02450194565b82a0c438967f3d5f5071,2939.0,2024-04-19
02474af14d10e0059ec5cc05119a921a,3075.0,2024-04-20
024dd9e614b8440241d64b5acb58e940,1683.0,2024-04-18
024e7e564fc434472d67fcc541e7184d,2125.0,2024-04-19
02516c9e62f6ac42598d8b19c297cf68,1571.0,2024-04-20
0251ed0ab012048fdaf59f1dec7c325c,3914.0,2024-04-22
02596a9896eca0c268b30c9b96ab230a,4937.0,2024-04-23
0259eaa8022f23d720f648951735b1e3,5372.0,2024-04-17
025da830c0d79e2cd7d67ada440aa8fa,2905.0,2024-04-22
025f51d434d3786387aa25160e68d1cb,7368.0,2024-04-21
026144586ae1422783cadc439f7c7f88,1362.0,2024-04-21
0266509fb80c9f9e3695831356e3d44e,3237.0,2024-04-22
02666c2fcc9c42d46eb371aa2ed92f1c,3477.0,2024-04-22
0268475d87ea6411e507fb9b5e81fcd3,5423.0,2024-04-19
026c711863444e23087470ea414512cc,5587.0,2024-04-19
026e303774af2df94859b951ec1a1bb2,2017.0,2024-04-18
0270a3988bcc7da7b3b8f80d2a76fcd7,952.0,2024-04-23
02726c7153723c9a050baaefd231a068,2775.0,2024-04-23
0273255cb64260d3c92b8a5edb1f31b4,3527.0,2024-04-21
02734b67c9aa6d95d3e1f31ac7da008c,4124.0,2024-04-18
0274662979988919c829a108ae8cfbe2,3771.0,2024-04-17
027b06d8025638e48c4a3bbca0d67647,5531.0,2024-04-21
027c4b57353cf519b56754790fefc5c6,4896.0,2024-04-18
027c8658f4a78c67a2f986ff27d16895,3462.0,2024-04-20
027ead727230c8879c1ded3a8bf67144,9311.0,2024-04-21
0281fad03ce924c31f39b436dda2d922,2122.0,2024-04-19
02820c9f6fc7dc34dc60b8dc176678bd,2947.0,2024-04-22
0285edba0fac18016d88e0aed00d1c83,2439.0,2024-04-22
028a171c47066bfd767ba760fc039e66,2799.0,2024-04-18
028fb92db91f28f1732ed0d65544fc17,5516.0,2024-04-19
029279f5385a4f646dfa58b36c15692b,4623.0,2024-04-21
0292d9ef276192ec3ce941d2c18f452f,3228.0,2024-04-17
02934457ce8e68b891723103b6b87ea3,3071.0,2024-04-19
029c6e719ab47af0575662285973847c,3772.0,2024-04-23
02a2e6d46832bbf275fb9c66ded741b6,3178.0,2024-04-21
02a746101673341d006a200a6415274e,1816.0,2024-04-18
02a9498a507d7b83f0fb0785f13aca68,4863.0,2024-04-17
02a99b0d9c17c3007998d7f88212f9f2,3033.0,2024-04-17
02ab429a9ebc5be5cd0a1d5497ac557c,4467.0,2024-04-22
02b232cbff64726f38159b881ad2d6a7,6053.0,2024-04-19
02b47a507a76c1b5e7b168f266e0ab77,4086.0,2024-04-20
02bc9f1d8dc5f3adda18ee5a78d06c5c,2607.0,2024-04-20
02bedf6148b8ad8ec4928ee4e8c02a2c,7237.0,2024-04-20
02c6f4298949d2e365418d11c54b24da,3032.0,2024-04-17
02c7d6c60610a234ea95b48624607850,1066.0,2024-04-22
02caa63925ca1c563f36c3bda3a8957c,4350.0,2024-04-19
02ce91740ad84b5bb4a33d1e7be72259,3848.0,2024-04-19
02d05c6bb528bf4ab6366603c2f0e0f3,1580.0,2024-04-19
02d22586178aa0725940cab7ae5a7e93,5011.0,2024-04-22
02d303cb71264e66d386c40d06201494,2282.0,2024-04-17
02d4cf77e52060a26185eec49ef8ba38,3328.0,2024-04-20
02d8eec77cd2a65ff4686a539600c302,3073.0,2024-04-18
02e065f7ffaf3c4f53f7d57e9b196b8a,4924.0,2024-04-21
02e07f3251f5b13a4719c4922be86f63,1857.0,2024-04-23
02e375399fd9354eb9daff64c9b81815,2880.0,2024-04-17
02e38edc415047431b32505f4579c324,2547.0,2024-04-22
02fa38d6ac9be3d04b619e70a9db4922,3165.0,2024-04-23
030085f9b0fd51de657db7f590b0bca2,3057.0,2024-04-19
03042455292466272a0a70c6e33f14db,4720.0,2024-04-17
0308a577417db9219cfc4d09e229abe3,2611.0,2024-04-19
030bc1ba1ef233b4c6b9fba0a4139ae5,4424.0,2024-04-18
03115e9fa49ca73c3ac672d8cee5ab9a,2493.0,2024-04-18
0313a4a87d4fd18c9c776fa77ecb8d6f,1367.0,2024-04-23
0314530266a71970b7eacad71b5b37c0,2039.0,2024-04-21
031e2047ac1051625a7e9411618088ec,2289.0,2024-04-22
0320a5814f9bb115f28d680386152933,3183.0,2024-04-17
0320c1ec6f4357604e8c0a45bf36524f,3972.0,2024-04-20
032b40a436208a50e933b218104badd4,2874.0,2024-04-17
0332dbabfc79c8f0f99066ff0b375665,5112.0,2024-04-17
03330c27733c8f1ad20ad833f1187afe,4032.0,2024-04-19
033588bd7a8232c6a6e030db2847f14a,6095.0,2024-04-17
033d02440e5510fb6eac80c4eb249c11,5500.0,2024-04-17
03450b9024522fc5a46c5eed463fba38,4126.0,2024-04-19
0346e9ec8aef2e97bf53d133337c1893,4094.0,2024-04-22
03492be8459c058af81ae9d79eeba191,4402.0,2024-04-20
034bdbae900c417bf5c914e886004f87,3544.0,2024-04-18
034caf88166db5d34d331e573d9b4fcb,5543.0,2024-04-17
03559f4d7cca362037dfc85d77dc38c1,4344.0,2024-04-22
035bb671039501d6165779c7270adfe3,2788.0,2024-04-17
035de01a09f57cf93ddd5f25eb6c04c9,3411.0,2024-04-20
035f2b5f6bf33e515c1af7feec08f136,2345.0,2024-04-21
035fcf5e24172acd05740cfea0d21850,4153.0,2024-04-20
0361e366d24bcad978e719a3691204d8,8569.0,2024-04-17
03632302f81f62d90626c1dec02443e0,2497.0,2024-04-22
036b0b0404a7111308feb06f223a6937,5738.0,2024-04-22
036c7656de3402af16bc71b7e0d189b9,1294.0,2024-04-19
036d6c5931774fd7082c9c275438149c,2401.0,2024-04-23
0371d3d55d4678917cdccc4124545c62,3610.0,2024-04-22
0374d97fbc0310ec7d04310fb909e068,1130.0,2024-04-17
03758262b05ef977cf12fff7b46e64a8,2571.0,2024-04-20
037a7535a1ec46a26ef062b5facfaf99,2798.0,2024-04-19
037c0b505ac98cc0dc37d0181f29669c,3315.0,2024-04-23
037e29a85290be5739148f896f64f2b0,678.0,2024-04-20
037e2a8cef68dc0227c35e1a53779744,1369.0,2024-04-22
0381ec77bd9cf310fa79c6e62698dd5b,1454.0,2024-04-17
03820af5a114fcb7bdb592cfc4022e88,6681.0,2024-04-20
038233928bdca4eadf93d0fbec738b78,3018.0,2024-04-20
038a646dd484f26e6a7f5c31b04d2e23,3015.0,2024-04-18
038e8fcc9a71eb5a15d61e80c0027c82,3517.0,2024-04-19
038f22353f8c9551e9ef569915f8cf14,1413.0,2024-04-19
03943482e6b2f4f99999412c71824d8c,3558.0,2024-04-23
0396b2f65d4b828fce1f0f104490a646,3627.0,2024-04-23
03999aab31fa2e66f54da245ed944aad,3947.0,2024-04-22
0399a44d24442c1509612abb68837ef8,2610.0,2024-04-18
03a4cf349f1c4af34436a73a6ff4ced7,2311.0,2024-04-18
03a4d15ed6f5337be89699c3c59e0859,5131.0,2024-04-22
03adb946729b119d1fc7dd5d948048a9,3060.0,2024-04-19
03b13a06f986068532d33dbc7bd6763e,5534.0,2024-04-19
03b175b101ddb9f2a6839471bd0428d8,1531.0,2024-04-22
03b4834aa55b8a1154276aba8eb2807e,3863.0,2024-04-17
03b97a5e8e43b2093b3c45679d6726ad,2047.0,2024-04-18
03cb57e010a9ad9d97c09c84dfae8915,3575.0,2024-04-22
03cce2a4d5b2204ab73172a74a16731a,6050.0,2024-04-19
03d04bec3b202dd2354db4ed4b33853d,3602.0,2024-04-21
03d5daa0fdad09b04d41f665b141c897,4169.0,2024-04-21
03d8593731f1e457a2997a28d8b2107b,1387.0,2024-04-19
03d8fb3c82028e97f65f45f72c8bf85e,1944.0,2024-04-21
03d9964721524f4212dfa66f41378090,1565.0,2024-04-17
03dd599b2195ab5c1339e9c24928ebe7,1424.0,2024-04-21
03e09e207b6be3e28565866214552def,2343.0,2024-04-22
03e5b1415074b6f295be0d4568442022,3102.0,2024-04-21
03ee2d6d17012c42701760cca9921990,1691.0,2024-04-17
03ef66457b4b3ae78a203787acca1c34,4278.0,2024-04-19
03f59c4ed771e2920b2048945537f158,2110.0,2024-04-18
03f6278993485b5ef36e9ce224a879a8,7944.0,2024-04-21
03fd9c1f36034f86d10d59dea4ce286b,3514.0,2024-04-22
03fdf5dcb98cfb02a3d89b7ef82dd26b,4101.0,2024-04-23
03fe446924fda6efb953bfbfa70c013f,10101.0,2024-04-22
0406118bcf7116807957dec4b7436f1b,1930.0,2024-04-19
0407219ab3a019d5c2fe930ee372febc,3962.0,2024-04-21
04096a2537a4ecbf298c5edd27d9e735,4237.0,2024-04-20
040ab23c732d6a43eb7b66c5f27226f2,2482.0,2024-04-22
040c24ae7c4aa6650df97ddd5a071348,1316.0,2024-04-17
040c3a28aff1535e11bc425470c02339,3793.0,2024-04-21
040efc31077d57970a5794d6fa1026bc,6613.0,2024-04-18
040fed45a9c88589a5f10da4664dd750,3964.0,2024-04-19
04128e5f7d818a2dc80f639f8449c164,8115.0,2024-04-22
0414ef8da9ec7b14ce27cb155a4e1317,3961.0,2024-04-19
041517b1afdea1c4516a513dd02b2163,1600.0,2024-04-23
0415a5c1c61ccfb4a89b583fc52c88fe,5179.0,2024-04-23
0415af4ca04979b68fd46e36df738462,1050.0,2024-04-21
0418bf66ec336ffc0e1cf26ac8c14cc9,2745.0,2024-04-22
0419ffb22d2a854a8f3aa3b7ee056f5b,7077.0,2024-04-21
04205f5aa5c2a1bedb5d05f4f0d046f7,4233.0,2024-04-18
042a66894a7078acfa87c4e069d4f6b5,5268.0,2024-04-18
042ec0783f24eb01c900ee12149188ce,6774.0,2024-04-17
0437af71d77996cffaf21cb2d3813d2b,2348.0,2024-04-23
04391b79715c60bcf198a8b95fbf586e,1678.0,2024-04-17
043a5721937f02c13f72b2fc108cc644,5140.0,2024-04-22
043a8b0905cdc7fde5330eed3d5b163e,3245.0,2024-04-21
043dbe99a9844919265703ce028d997b,3770.0,2024-04-20
043e616df048604b0d199fa6e2533e70,4241.0,2024-04-23
043f6d7e36c172db26eff417f424f0f8,3578.0,2024-04-19
0440368add31f3dfc06309f2c5d45afa,4131.0,2024-04-18
044b66aa5557a3763d1116a4c5e12228,4518.0,2024-04-23
044ebcb883ee9e3f9022bc8c0e0f162d,2574.0,2024-04-17
044f2144c2d894876726af80e1c5b7f9,4654.0,2024-04-20
0453fde4b14632a51800d72b5d99952e,2627.0,2024-04-18
0455d0d006ff0bc5f5f72a3e2ceaa83c,3142.0,2024-04-21
0459c3f1fdb27a47b0a2a8ff7e3729f3,5496.0,2024-04-19
045d337aa7d29ffa822db018a7a1e1a9,7068.0,2024-04-23
045ed721dac97a0a392860cea49dc79f,542.0,2024-04-21
0465cdc243c7f12a28129a3c42fe221e,4847.0,2024-04-21
046bd8ac207840ac692db44676c4a3d8,2505.0,2024-04-20
046cb737365407e52c3bd2d1d42db4da,1873.0,2024-04-23
047ae935d64a0422d99d61601c7ffbfd,3028.0,2024-04-18
047af5e66941082f57e26a29bd6ecfe1,3148.0,2024-04-19
047d1671a713bb69067f1d5a35e0c8a7,5177.0,2024-04-18
04847c88263c61fcacf1d9e560bfff77,1801.0,2024-04-22
04863f612523c9285c057387d260a0b1,4534.0,2024-04-20
04871012f5f5aed1da303c5dd38738d8,2060.0,2024-04-21
048e969e3c670fa676ef3ca601915f3e,2377.0,2024-04-17
0491bd13ebf2584fe651e9b39b104e15,2876.0,2024-04-23
04954747c8d0ada7ad97456faf81063a,2977.0,2024-04-20
049b2966451db6f68b5b068a348353ef,6468.0,2024-04-17
049c24a4738d69098822b1cf4f8bdc7f,3328.0,2024-04-21
049f89fbdc4bdfa5e354ff8715749c13,3934.0,2024-04-23
04a6bb7852760ba8da4634ad305f0ac9,3270.0,2024-04-18
04a914a87e8af000b74549a84f4d2611,857.0,2024-04-21
04aa80d73b818915f3ecbe3a788c5dc6,4626.0,2024-04-17
04b235cecbd630a3de393e991d2c8f9e,1550.0,2024-04-20
04b9c94c43fc55b68c568cf8464a46b6,3551.0,2024-04-18
04c1874b45a7b6798daea6a9efa14f69,3326.0,2024-04-19
04c3a99699bc2fe0cf970cc7891d12fb,1411.0,2024-04-19
04c410dcd3fa86c007fa776c52fc5f72,4316.0,2024-04-17
04c478391175d812b0087aade5044358,4968.0,2024-04-17
04cab94fe2b047837347f378c05c800a,2496.0,2024-04-19
04cce0dc652a215bc3a80d7a19abe874,4834.0,2024-04-19
04d3797797a185a4dacd8f81134258e3,2220.0,2024-04-20
04d3abc020cafe07e971c93ca8c79491,3991.0,2024-04-22
04dfd48af547a24bd816761024d581ee,5075.0,2024-04-19
04e05909cb2a8a4aea4efeaca5796e9f,2106.0,2024-04-20
04e0bb8338a9c08b49fee5dcfdadaed2,2244.0,2024-04-18
04e6613633d682c867a3605c982dece7,4176.0,2024-04-20
04e736354183c5208e269963b1b3f6ac,1572.0,2024-04-17
04e754cfa091f827a147e698aeb3b947,1536.0,2024-04-19
04e892aefb595672ba738ebb7b59b158,2927.0,2024-04-21
04ece2de11958761699538604022d6ed,2837.0,2024-04-17
04ef8ff88abdd5486023d3c814a86cd3,3584.0,2024-04-19
04f04f472b183faa082f6801d9684927,3054.0,2024-04-23
04f19bc1f8215365ada83db51391fe63,4171.0,2024-04-23
04f792d60ec6a4632be698b08187c614,4432.0,2024-04-22
04f8b969cb0910479963caecface9f23,1076.0,2024-04-17
050365e118fd0666f3e8a04610230e7c,3405.0,2024-04-21
050b309af8e2428391c40332d182d6a7,2836.0,2024-04-17
050b3fb9c89a2656f6bed0cd03d13d89,4484.0,2024-04-23
050b9a55dd3124a28bfa29590b556468,2958.0,2024-04-20
05119a552dcceef6cf18ff1b43455daf,1472.0,2024-04-23
0512bafe271e7725dbe9a560b66dd827,4858.0,2024-04-18
0518a402a096f5779d7d2e34f6e05edd,3492.0,2024-04-22
05197c322179579e2d4e52f99389e9d9,8182.0,2024-04-18
051b467b68a32aa86d6de81b1f4fa230,2814.0,2024-04-23
052181f349ec14a2cd784f4c9345343f,2802.0,2024-04-18
052267991cd26c53e6cf6b17482dc516,1556.0,2024-04-22
05240f3f27b541b0d3cd17ee2ad76673,715.0,2024-04-20
0524ce2197611cdee3e78a0efc33a67e,3597.0,2024-04-23
052eb4e5f4a22707aef03e0f4497fce6,2742.0,2024-04-18
052ef18508d7e68f08309ec220a95233,3442.0,2024-04-19
05353d5d887bb3f1c3b038bffe7c9855,3531.0,2024-04-19
05372ae59f6779ae8fbc96ec72cd8661,979.0,2024-04-18
053ac005d6dccb6edc37275b8d8ed23e,1632.0,2024-04-20
053d70381c0c9d5970a68c7170999dbb,3149.0,2024-04-20
0540613df7d60e4268c952414604c89f,7636.0,2024-04-22
05480eb915d662e92a07075f6c5fbcf6,1934.0,2024-04-18
05524bb958ff0cba9f7b07b354a78431,2586.0,2024-04-17
055740d49c0c7b9b72a845d933da7b3d,2536.0,2024-04-19
055a8f183e83eb3efb5cc07ccc2c7343,5378.0,2024-04-18
055ca8fb1339a22629926ab605e95d33,1798.0,2024-04-23
056448087b8d43fedf14eff31c61dd1e,1405.0,2024-04-17
0564480a49934a5b113a4ecb46ace5d9,7730.0,2024-04-20
0565c83e702ebe21bd9a80a454367f86,3352.0,2024-04-22
0566e9575d0073106c43e723719dd236,2638.0,2024-04-22
056781fcc7b2eaab2fda4ff217cb7f23,2651.0,2024-04-17
05687e0e3d6fda01984a8b90a4b7f37c,841.0,2024-04-21
05697bcfd134418662ae0cc92283d17f,3794.0,2024-04-20
056d9e6009ae551aed272e36b4f4e0ea,4735.0,2024-04-17
056e27647171c08ae15da86089b0bd3e,5332.0,2024-04-22
056ff1b4f3d5e5fa98afb04a235ad583,2400.0,2024-04-20
0572ee295dd03dc20081ded3d00b2078,3492.0,2024-04-18
057474ec905d7b0df27026a06b0d5185,4342.0,2024-04-21
057697c0a757fe48b5ff7347810b4b83,3471.0,2024-04-20
057b926317a2cc19d199897fcd9aad8d,1633.0,2024-04-23
0580027308efdfc6c1ddacc3b3a09421,1524.0,2024-04-18
0580d2be524979529b8de44227393b8f,3341.0,2024-04-21
0589833ccc6477e5f1bc56c8cef1e8cf,2071.0,2024-04-22
0589ac0773512572280ce5421dfe77e8,2098.0,2024-04-22
0589b1af910d4d368258cd35b8bfc9a4,2754.0,2024-04-17
0589b95285edc8d897b3a6ebe79f89c1,1721.0,2024-04-21
058a33c1cd7aab0cd3c087a38cf47a9e,5057.0,2024-04-20
058d895d2b19a624b00e5a8274f69f47,3705.0,2024-04-21
058ea8069bfb1f9f902cd5fb89d7ceb1,1205.0,2024-04-17
059934dd0f0da2e5a909f920cd247b5f,4201.0,2024-04-19
